,Content,Polarity
3816,marg q pso apoy ley estabil presupuestari definit #congres,1
3820,anim intercambi parecer ex agricultur ros aguil actual titul ari cañet #congres,0
3822,sab parar#saquenmedeaqui {link},1
3823,rued prens ppsanf denunci vulner derech fundamental part gobiern iu {link},1
3824,cre empres asesor inform gui ayud econom form facilit espaci emprendedor #sevillahoy,0
3825,rosad instruccion fiscal q investig aquell dirigent d entidad financ q cre cont…,1
3826,buen dias chic pid ganador concurs entrad macumb reenvi email eventosrivergmailcom nombr,0
3827,anoch call mil person x servici public preludi d huelg general q dij rajoy cost reform laboral,1
3831,compac present #yeswespainisdifferent madr feb abril entrad {link} {link},0
3834,blanqueador blanquear buen blanqueador ts cit empresari denunc blanc prim {link},1
3835,feder español tenis denunci canal+fr x utiliz log feder video/guiñol nadal dopaj españaef,1
3837,vam hac mejor sep riendon buen musicabuen invit buen guion har humor cad seman,0
3841,cronic plen sol alcaid intercambi papel recom fot rubalc ros diez diran,0
3842,rubalc social frances socialdemocrat aleman posicion convien españ ojal gan,0
3844,“alfiefuent alexdelaiglesi q hab entrad tip infam dad consejit cort ” gran siti,0
3845,aqu vide amig pint color ali wmakin toc vari instrument {link},0
3847,invercari repart casi millon control proced {link} #griñ tram,1
3849,perd {link} fot dl estren barcelon d #yeswespainisdifferent,0
3851,javiersolan transmit salud muchisim graci fuert abraz,0
3852,plan contingent ue evacu europe siri inclu tb q viv jordani liban #siri,0
3853,rt jmacarr alejandrosanz canal plus jajajaj,0
3854,delend est carthag dec gran caton dia goscinny,0
3855,encant esperanzaon hag videominut - {link},0
3858,“joanamorill semanaldigital tods leerl bes ”graci quer amig bes,0
3861,arancetod referent sevillan vincul construccionech cierr tiend anunci ere {link},1
3862,tontos“quillobarri silb himn españ mism pag ver part cop españ #vivaespañ,1
3863,acab enter muert spinett glori rock argentin trist notici vam extrañ #chauflac,1
3864,peor car crisis riesg pobrez españ afect % poblacion {link},1
3866,habl disc favorit tiemp {link},0
3868,buen noch followercet {link},0
3869,si asi m siento“isamugaq envidi san m das d vert tan felizpued alcanz algui felic plenat veo radiant diasbs,0
3871,“calpen paulavazqueztv juanmafdez ves enamor fin cab p” - vist asi amor,0
3872,“joserro_g paulavazqueztv qu gust vert tan feliz menud expect creandobombaz fijo- s q lproduct merec,0
3874,descans mand abraz graci tod muestr inter cariñ manan hoy ayer,0
3875,congres vaci insult cos mit legislatur va cad vez rap peor,1
3879,la_s ''la luch deficit llev recesion'',1
3881,acuerdo“jmentrecanal impresion agil reaccion nik gran public enhorabuen {link},0
3882,hoy d vuelt casah sid dias conoc equip jur concursantessol cont q anoch m dorm llor d alegr,0
3884,filet falet realid contador entren falet sent manill asi lueg quit pes encim,1
3885,president llam atencion diput ruid mont cam intervencion carl cas,1
3886,maravill apunt rt firstfmag avanc podr ver firstfmag part ener {link},0
3888,confirmado¡¡¡¡¡ proxim abril lleg bucarest rumani,0
3889,pues parec serios habl tan mal“cmgorri señor acab dec seri seried si serio”,1
3896,ministr industri paraliz infraestructur fond miner escud baj ejecu d gobiern pso excus,1
3897,fundacion gregori ordoñez arremet desmarc decret gobiern vasc consider equip victim verdug,1
3898,suprem conden garzon inhabilit cas escuch gürtel,1
3900,ultim hor tribunal suprem conden garzon escuch abog gurtel inhabilit años,1
3901,vari person desaparec interior lleg coch baj individu entra desaparec observ hac dias,1
3902,sentenci pued admit resolu just sol juez dict asi consider,1
3906,rt epandaluci pp defend sen modif ley cost garantiz chiringuit - {link},0
3907,garzon chist men graci guiñol franceses#apoyoagarzon,1
3911,imagin respons colegi abog madr sabran dond met tras sentenci peor ridicul,1
3915,torres-dulc respet sentenci garzon aunqu coinc posicion fiscal - abces {link} via abc_es,0
3920,termin consej territorial #ciudadjardin llen absolut much particip nadi psoemalag paconej,0
3921,guind pill microfon abiert reform laboral extrem agres violent ademas van peg gent,1
3922,camin conciert sergi dalm toc taxist mes #elvaasuritm,0
3923,agres dra tiend violenci falt respet ofend provoc implic provoc ataqu refier guind,1
3924,garzon calif sentenci injust consider q suprem impid investig corrupcion prevar baltas,1
3925,pp defend sen modif ley cost {link} javierarenas_pp #elcambioandaluz,0
3926,maaaaa maj {link},0
3928,debat dham_tv intens previ tv_aldi va arder troy segund vez,1
3931,#garzon pag gürtel huelg transport public bcn reform abarat {link},1
3932,garzon comunic dic acab justici corrupcion españ tan humild revel personaj,1
3933,hoy pued cae movilhasr mañan buen noch,1
3934,medi extranjer coincid juici polit garzon ver tabu victim franquism,1
3935,llav agend cabl movil algun insult aun se dond cam mañan,1
3936,erich sokol caricatur favorit {link},0
3937,pensamient dorm dia aciag envidi abel hiz cain,1
3938,busc vide juanpeñ cobard,1
3939,reafirm dia histor suprem defiend derech fundamental men mal,0
3940,felicit miembr comis inform detencion ayer terror eta {link},0
3941,lid qaed ayman zawahiri anunci internet milici radical islam somal shabab une red terror,1
3943,ayunt convoc brev concurs rehabilit cin astori {link} via elmund malag,0
3944,'rebecca' nuev version {link},0
3945,ff enhorabuen manolocastill rodrigopdl much suert dos,0
3946,comunic garzon supon calific ts prevar {link},1
3947,mºeduc ue discut med concret reduc par juvenilwert present prioridad gobiern educ comisari ram,0
3948,ultim delfin d mauil + pequeñ d especie punt d mor x activ pesqueraisl nortenzelandasu unic habitat natural,1
3950,plen municipal junt gobiern ahor inaugur fotograf villal ayto smart dp jorn voluntari cen asoc canc,1
3952,coleg educ valor gast mas planific estrategi seri coordin #lgtb esperanzaon rafa_moral,0
3953,falt respet deport nacional mal gust ciert ningun graci,1
3954,¡notici descombac dispon {link} ▸ histori dia calpur,0
3957,l'equilibr - ca n'estruc shyraz garnach cariñen modern frutal equillibr {link},0
3958,conveni ayto com madr rehabilit colegi renov ultim años sol hech obras menor,1
3960,camin gran trabaj raz dav mamet pas har par mitines-,0
3961,rt cmmart barry_gibb empres priv cort cabez mal gestion fondossi encim sal contribuyent mas aun,1
3963,#reformalaboral permit desempl encuentr trabaj cobr sueld % par mism tiemp,0
3964,rajoy rubalc veran proxim miercol habl reform renov vari institu,0
3965,reform laboral vuelt prohibiciond encaden contrat temporal dos años,1
3966,reform laboral estrict va paquet gobiern limit blindaj banc ayud public {link},1
3967,#reformalaboral mas control evit situacion fraud prestacion,0
3968,enhorabuen fatimabanez gobiern #reformalaboral reform estructural dam gran pas sal adel,0
3969,verd hac años escuch tant med concret sal crisis acab oir fatimabanez,0
3970,cort plaz bronc medi emple desp dias empres caid ingres mes {link},1
3972,#ff pepemad hab hech reir seman caotic,0
3973,#ff gran alfons oje alfoje,0
3975,#reformalaboral much cos ademas abarat desp aqu import {link},1
3976,agresion agresion cad vez par precari grit acab par dualid,1
3977,sab trabaj intens _rubalcaba_ hac oposicion util volv ser altern gobiern pront,0
3978,reform laboral acab dec hiperproteccion hered franquism benefici necesari flexibil,0
3980,viv indi experient inolvid #aviviranantapur {link},0
3981,#urdangarin urdang garzon carcañ asi vam siguient #garzonpor trinconcar emili {link},1
3982,import detall reform laboral desp referent dias {link},1
3983,rt miabuelasabi cad amanec puest sol dedic tiemp diversion feliz viern llen #ff,0
3984,se si buen mal ji ji“houjack men acab clas polit econom monolog gran buenafuente”,0
3988,reform laboral aspect interes luch econom sumerg,0
3989,bas conquist derech trabaj conquist millon par q perd principal derech trabaj,1
3991,aut archiv mal confi suprem “cagons jam enter m verguenza”,1
3992,mil graci - rt andreita_a mariviromer felicidade beso,0
3993,viend jos mot grand,0
3994,brusel verd hac fri  mejor llenit español ayud perd,0
3995,¡lo mejor timelin dispon {link} ▸ histori dia pepadeltor anagonzalez victorbg discurs,0
3996,s m olvida“fonsi_nietom gust vert ayer tan simpat siempr pendient ir hac motocross beso”,0
3997,hdnegr abland rt hdnegr callejon com roscon feliz cumpleañ jos {link},0
3998,muchisim graci - rt anaroski mariviromer mamenpedemont ¡enhorabuen,0
3999,graci pastorasol luj compart escenari contig #banderablanc,0
4000,carmendelrieg aaarg pued hac,1
4001,buen noch quier,0
4003,mil graci - “manuelduartequi #enhorabuen mariviromer merec muaa”,0
4004,jod enter sants pid bocadill tortill frances men mal q reconoc nadi,1
4005,namast punt empez viv dos dias ser indi montse_aviv avivirs #aviviranantapur {link},0
4006,oid call va sangr sudor rajoy,1
4007,tramit enesim contrarreform laboral real decret desastr todav pued empeor,1
4008,reform gan empresari trabaj dic rajoy boe #reformalaboral,0
4010,segu interes activ juzg palm recom segu andreumanres,0
4011,culp trabaj activ d situacion d par desp barat trabaj derech hac contrat basur,1
4013,dieg torr nieg declar cas noospued dec señor vd proteg derech honorn guard sumari,1
4014,señori vd cumpl debervd dign juzgarmevd permit as filtracion constant q permit indefension,1
4017,music direct joven fvf_ongd #aviviranantapur,0
4018,hoy grip dolor cabez oid unid simpat calentura#hechounoszorr,1
4019,pa hab mata {link},1
4020,javier_asturi dig asturians verd quer vam hac cont proyect #asturiasenposit,0
4021,juanma_moren vam form proteg derech person mas años % poblacion españ,0
4022,lazaroelmund tb felix azon parec explic bien entendi,1
4023,siempr pid añad “eliadosom cuest encontr pantalon tirant boton muchisimo”,1
4026,¡mam colegi ruin {link},1
4027,habl q millon par griñan rechaz reform laboral favorec destruccion emple {link},1
4028,viaj sup depor- {link},0
4029,camach acud almuerz homenaj garzon junt exministr interior acud vari magistr audienci nacional,0
4030,wert andaluc necesit mejor urgent sistem educ tras años polit erron #elcambioandaluz {link},1
4031,juegoayud milit egypto pued cort top us general discuss ngo cas in cair {link} via r euters,1
4033,blind financi educ mediant pact tod formacion polit educ mejor inversion,0
4034,barred person non grat vill can diput cuenc {link} via eldigitalcastillalamanch,1
4038,gest paz despid bilba lortu dugu {link},0
4041,graci gand llenaz noch inolvid,0
4042,leo ahi #indult #garzon indult q clas pais xd conden unanim pid indult alucin,1
4045,#curiosidaddelinsomn apuest gobiern cons devalu salari anunci reduccion numer contrat,1
4046,buen noch followercet {link},0
4047,soled galleg diaz conden garzon {link},1
4050,reform opin gobiern mayor absolut hac cre oportun ocult dat rued prens absurd,1
4051,deb ser compat tarjet dor abon transport gratuit mayor vison dos cas,1
4054,“ja ja ja sobrevalor nica_neri buenafuent hazm hij quier hag mediocre”,0
4055,graci fern rt“radioc enric_hernandez buen ide agil decision”,0
4056,#yeswespainisdifferent tim vamossssss,0
4058,reform laboral supon ningun recort social favorec empleabil oportun,0
4061,mañan denunci tv_aldi imagen agresion profesional d television part d 'amigos' d garzon,1
4063,da mied grit defend garzon justici call tremend,1
4064,grieg provoc poli si m,1
4065,germanyank concienci tranquil ja,1
4066,esper opinion “frangran tras acab examen toc sustitu tip acer motor epn pedroj_ ganas”,0
4067,rt“alertanews polic aten intent dispers gas lacrimogen manifest trat reun plaz syntagm,1
4068,cuant recuerd ver gran robert carl bernabeutristez ver años pas ilusion ver grand robert,0
4069,q buen dorm puntosmañan esqui primer veznunc pens q dir años toc,0
4070,today with the penguins definitely friendli hoy pingüin definit amig shak {link},0
4072,list esper alza cataluny estall greci debat #entretod #refomalaboral {link},1
4074,avec divert ver des peor soport ocurr mejor,0
4077,confirm alej mund se quien adel,1
4078,buen dias camin anarosaq habl urdangarin ref laboral blanc bronc pso sevill casi na,1
4084,diputacionmlg abre departament consum arbitraj {link},0
4086,interes rt la_s estren seccion tel {link} ¡no pierd,0
4087,adem gobiern andaluz impong subast medicament competent ello,1
4088,hoy acompañ alfonsoalonsopp carmon celebr comit direccion gppopul pod segu javieraren,0
4089,mari peral va anunci emes archiv prescripcion caus garzon pag curs nuev york,1
4090,present import proyect #sevillahoyl nav barranc q gener emple form direct indirect ciud,0
4092,calid libert educ public señ ident gobiern cambi {link} javierarenas_pp,0
4093,dic elen valencian veir hombr zarr rubal tom decision dimit griñan solit algui cre,1
4094,nunc final cop rey bernabeuporqu madr pud jug final cop rey zaragoz camp nou,1
4095,esperanzaon asegur subast medicament acab libert prescripcion #elcambioandaluz {link},1
4097,perjud esencial salud {link} eliasbendod esperanzaon javierarenas_pp,1
4100,ahor siest twitter lueg grand,0
4102,disculp correccion pp ceo dixit,0
4103,oposicion avis #div crisis credibil pod judicial cuent cas #garzon #urdangarin {link},1
4105,deb consegu #excelent educ bas tres pilar,0
4106,iguald #oportun consegu mejor nivel educ #comun autonom,0
4107,graci dani rt danirun tonicant aqu articul mund ed valenci mejor calid - {link},0
4108,com gust histori estrell import pon valor investig via elmund {link},0
4109,entonc garzon comet delit hac demasi tiemp acord val,1
4110,problem acus garzon extorsion extorsion dir pag gust part,1
4113,oye felic txamu feliz final dia brind,0
4115,div polem manding {link} #hitaz,1
4116,rt chikostr mitaddobl mariviromer dud tiemp costuras… tang calor aventur magnif relat,0
4119,“borjath edurnity dond pued ver gre bes guap ” teatr arteri coliseum gran via,0
4121,cad dia cae mejor crispedroch buen gent,0
4122,jueg algun frances sevill flip mensaj camiset jugador {link} factor nid,1
4123,losclon pid “emiliodri garzonit podr ser entrad magistral diccionari coll pilarggranj cultrun”,0
4124,q sal vay papelon camiset superior rt “agusperezblanc rodrigoblazquez escud frances hoy juega”,1
4125,santiagocerver angelgarridog ccifuent trabaj municipal viern aqu - sab tempranit sevill,0
4126,ccifuent santiagocerver angelgarridog - es-,0
4127,sigu siempreasimlag - gran lug buen rat alli -,0
4129,mas #er pepegrin ufel tribunal cuent pid revis subvencion plan emple bah cadiz {link},1
4130,javierarenas_pp propon ley d transparent buen gobiern ley autonom d emprendedor andaluc {link},0
4131,diputacionmlg destin eur reforest serran rond eliasbendod jjbernalortiz {link},0
4132,muse carm thyssen recib visit super prevision inicial {link} #malag malag,0
4133,“eliagaler paulavazqueztv tweet galaq vergüenz pid wifi {link} si teni cobertur,1
4135,moody's rebaj not españ itali portugal {link} via el_pais,1
4136,ministrojmsori ver debat #renov mañan presenci expert ministeri,1
4145,rt blogsdepolit españ podr pag mult alto par nuev normat europe porcentaj pib %,1
4147,kissinger“angelgarridog cen garzon alucin botell vin person quien beb sol -”,1
4148,cen dolar nyc botell vinocom mont baltas garzon felip gonzalez pag banc {link},1
4149,buen dias gent feliz dia rutipiluti,0
4150,viend apoy internacional confirm critic reform mism inmovil dej mill paradosy encim aleccion,1
4151,buen subast tesor coloc maxim previst debaj % letr mes {link},0
4152,feliz dia san valentin todos❤,0
4153,estrop calder tecnic lleg d piez dic q volv pas mañan #nadietrabaj /,1
4156,soray rodriguez pso vot reform sistem financier quer hac oposicion util #congres,0
4158,escuch rajoy dec mayor despreci hac apreci pens habl fitch pues contador nadal pais,1
4159,prefer salvapantall movil {link},0
4160,empiez oposicion util pso apoy primer gran reform pp sistem financier {link},0
4161,mas #er lleg sombr corrupcion institucionaliz respuest pepegrin {link},1
4162,gobiern trasl informal prevision deficit mism desmient fuent reuters,1
4163,falt brusel sospech gobiern inflo deficit retras recort {link} via el_pais,1
4164,gobiern marian rajoy desment tajant sospech brusel cifr oficial deficit public ep,1
4166,inform desmient rtanabelenroy_tv gobiern desment tajant sospech brusel ep,1
4168,vien estudi #jel alici sanchez camach segur muj pod hoy cataluñ,0
4169,rehn desmient bloqu reuters xincorrect engañosan concret analisis deficit xq curs via basteir,1
4170,mient edulcor nieg crisis cabalg catastrof amenaz mied,1
4171,si gobiern quier desment deficit inflad deb detall aun dat oficial autonom clav,1
4172,hoy m acompañ dham_tv tv_aldi ja blay nereaalzol jesuscintor gotzonemor ja ver dieg armari,0
4173,rt rguezburg ibex sig paradit apen baj centesim moody´s reuters ue muev bolsaimperterrita”,1
4175,sig polem escenari final cop deb celebr bernabeu,1
4176,vergonz siendol dic derech original dec agent dobl centr,1
4179,persecu xtian indi habl obisp zon telediarioint,1
4180,basagoiti asum q mejor pues q den #guiñol,1
4183,zp paroel gobiern inici remodel pase maritim fuengirol año {link} enhorabuen esperanzaon,0
4185,abces basagoiti exig eta disolu reinsercion individual violador {link},1
4186,nuev cancion d brav #mevoy espinozaoficial vent itunesmusic {link},0
4187,gust everything you do luth russell ping {link} #itun,0
4188,mañan pregunt gobiern involucion laboral fraud expoli expropi rent salarial,1
4190,disfrut sol sex sin misteri ser ademas voluptu curios inquiet desasoseg,0
4191,buen noch descans - #twitteroff,0
4192,rt “graciadelciel propus san valentin salv matrimoni da clic archiv &gt guard &gt mi_matrimoniodoc ¡listo”,0
4194,rt majo_eltr los_spain quier escuch #generacionperd disc #positiv generation voc x {link},0
4196,maravill felic flor nat rt abrahamelg alejandrosanz pues hoy dia carg {link},0
4198,ministr israel defens ehud barak acus iran detras explosion centr bangkokhay her grav,1
4199,juez q investig ere irregular andaluciaacus junt deid sistemap elud control ue concesion d ayud,1
4206,rajoy rubalc &quothay tom med efect inmediato&quot,1
4208,fuerz rt pploaiz solidez cohesion ampli program reform transform andalucia#elcambioandaluz,0
4209,viceptasss reform just pon lad millon par qued tiemp #congres,0
4210,buen {link},0
4211,her heroin hoy by ajemalag {link},0
4213,obras comenz despues veran prev realid principi #sevillahoy,0
4214,fdez diaz señor diez dic confund prudenci cobard usted confund oportun polit defend,1
4216,iran suspend export petrole españ cinc pais europe via ser,1
4217,reciomanol desafi si control invent {link},1
4220,social andaluc pel consig mism encuentr echarl culp param ide,1
4221,social andaluc import temasni plaz opositoressol oposit banc d oposicion,1
4222,“davidsummershg edurnity oyee madr si quier ir eh besaz guapa” vamossss cont contig si si besot enorm,0
4226,graci losamig laventan cariñ plac,0
4230,juanraluc malv,1
4231,laport dic tv da import suficient barçapu men malsol falt guardiol present ls notici #etfelicitofill,1
4233,extrañ rubalc dediqu medi hor prepar rued prens extrañ,1
4234,resum entrev rajoy-rubalc constat volunt acord segun lid social despues glos desacuerd,0
4235,noch mur hij ricard baroj sal balcon itze increp ciel ¡tu triangul hac,1
4236,reform laboral parec q marg xa modif tramit parlamentari,1
4237,ret deb abord econom aragones internacionaliz tecnolog innov calid direct cualif d plantill,0
4238,web monclo hac excepcion retransmit rued prens rubalc favor just,1
4240,lueg menud crack favorit epn “jumbl contrat dutard period investig em”,0
4241,hor “anatemarchessi mañan present catssac casiartecom”,0
4243,element agres reform laboral rajoy contrat supuest indefin dias prueb #contratotramp,1
4244,exist terc #fondodereptil afront pag compromet emple ello legislatur {link},0
4245,hermos dia prometedor,0
4246,rubalc sig ofrec apoy light manifest sindical doming nad guard rop telediarioint,1
4247,gutyhaz graci amig enhorabuen futur bod dese mejor,0
4248,“glupspatricia_hd buenafuent da impresion q final x internet relacion human definit cambiado”,1
4249,qued clar propuest #congresopp excluyent ofens va cristian respet profund,0
4250,suscrib rt galtar gran post gran ramonlob dispar littell {link},1
4251,asi hac psoeandaluci traspas fond consej maner irregul {link} via antoniosanz,1
4252,“edgarfdz xisky tampoc creyent bien mantien jod #vividores”,1
4253,andaluc polit rob man llen diner lis par baj supervision griñ #unaverguenz,1
4254,m€ diferent “heavyde impun mafi pp valenci mism perr distint coll jorgecampi”,1
4256,rt humbertoelgat graci paurubi buen vibr abraz exit fot {link},0
4259,voy entrar facebook oficial seudonim ver cuant tardais descubr facil {link},0
4260,empez dia riendos fan siamanecepunset _robertosanchez siamanec,0
4261,sosteng principi q viv crisis d model q analiz anteoj partid mios buen mal error,1
4264,denunci recog excrement mascot via diario_sur {link},1
4265,sueñ cumplengr labor hac faisem via diario_sur {link},0
4267,buen dias usted,0
4268,wow rt adelreal_ soñ {link} consegu nuev donant d organ taniallaser mrtfernandez,0
4269,blog fin patronal content {link},0
4270,«cre educ cad libert eleg centro» {link} {link},0
4271,rt ciutadans_cs albert_river icf govern expliqu ciudadan baj criteri dieron credit empres quiebr,1
4272,campañ escol educ vial particip niñ centr promov aytologron {link},0
4273,intervien ahor luis fern martinez at innov comun #elcambioandaluz {link},0
4274,icv denunci ticks antidemocrat cam mes congres acept pregunt gobiern relacion f,1
4275,ana diaz grup abengo #andaluci potenci energ renov gran oportun #elcambioandaluz,0
4276,javierarenas_pp tod polit voy pon march objet cre emple priorid #elcambioandaluz,0
4278,ferry accident formenter encall aterriz {link},1
4279,sensat ahorro“el_pais parlament europe propon elimin sed estrasburg manten sol brusel {link},0
4280,recesion españ cant empres famili pued {link},1
4281,rt“albertofreireb viv esper aguirr aguirr reduc numer liber sindical madr m € ahorro”,1
4283,graci ros wellcomm byust pospon entrev juev proxim habl,0
4285,bien presion madr final cop aficion habl dej meridian #enelbernabeun bien,1
4287,esper q motivort jkracer mariviromer lleg final mes mejor alli sac reptil,1
4288,excusit feb va gato_direct si “dama_cristal losclon pachuch dich losclon ”,1
4289,vasc lengu cooficial poc lehendakaris habl telediarioint,1
4290,pen nadi quier habl enmiend ccifuent angelgarridog pid nadi priv nunc sanid,1
4291,juassssssss altern lucian alons maris bustinduy verd pensb q podi hac fot {link},1
4292,period confi lean div cgpj apliqu critiqu sentenci suprem magistr,0
4293,#bipartit rt lordcirus despues leer entrev mas aun entiend ppc pactac ciu #ppvergenci albert_river,1
4294,necesit sab derech discrep sentenci men justici linchamient polit corpor,1
4295,escuch burguill comprend xq pued hac presupuest general andaluci poz fond romancendoy,1
4296,bes rt nereaalzol liberal enorgullec ver plural debatecom catol debat quier bss,0
4297,si cre dueñ señoresl junt cuestion ahor relev penal dat pid juez {link},1
4298,masel pso cadiz implic tram subvencion {link},1
4303,buen viern -,0
4304,bdi parec logic lid ugt gan € consejer banc encabec manis reform laboral,1
4306,buen dias cuand notici hag felic,1
4308,traves sms ofrec usuari pod prob qued iphone¡oj estaf consegu dat usuari ep,1
4309,buen dias,0
4311,{link} merc central valenci premi mejor españ,0
4316,servici public justici manifiest mejor col etern simpl notif {link},1
4317,liston rig europ president aleman anunci dimision escandal corrupcion {link},1
4318,sistem oper integr iphon ipad {link},0
4319,ser riesg desp reduc desincent esfuerz segun memori decretaz estradaampar {link},1
4320,ff irene_airmil x performanc q vam mont qued titer cabez,0
4322,“iregom david_bust salud cost ric pur vid mae” pur vid,0
4323,tal vez algui interes mand cv compon comit extern asesor oms anunci the economist {link},0
4324,cansin ton comparecent portavoc gobiern ahor si dijer ver si enter vez,1
4325,anotici antoni lobat fich anten coment carrer formul,0
4326,fras taxista ver si #congresopp gast pso dia ven dur,1
4327,ejempl expo homenaj frag {link},0
4328,naturalez hac disting color sangr miembr famili real holandes enterr alud {link},1
4329,polic italian incaut billon dolar bon tesor eeuu falsific - {link},1
4330,salud abraz grand compañer #congresopp clas escuelaeses mañan primer hor ahi -,0
4333,dec discurs antinucl obsolet despues catastrof fukushim mund ser nihil,1
4334,discurs aburr titular comienz #congresopp esper q mdcospedal resuelv tard discurs q arranc,1
4336,alfons alons dic hag cas discurs mied poruq mied pued ten millon par,1
4338,not tension ambient congres pp period encontr titul,1
4340,soray dic q respet manifest doming insta sindicat ser transparent telediarioint,0
4341,tal siend experient usuari pelicul gratis orbyt vist algun escen primer,0
4342,vem mantec rt isabelmtd alejandrosanz arte encant sab sig {link},0
4343,jajaj supuest sabeis ador rt milenkabr alejandrosanz gustari ven peru,0
4346,algun andan congres pp pued cont si expo frag inclu algun fot etap franquist curi,1
4348,encant desvirtualiz maicagq #congresopp -,0
4349,/ mantien rechaz tortur animal tve/ suprim referent redund contradictori horari infantil,0
4350,carl fabr inclu rt “pabloaiglesi nuev estatut pp oblig expedient automat imput llev juici,1
4352,deb expres bien hor intent cont ide debat matrimoni gay primer vez,1
4353,leccion defens acab darl fuenl madr sol felip tir equip dic,0
4355,#ff - rt crisvaron #ff besit followers mariviromer,0
4357,vist internet gran detall lov sub agrup pas rt nanarosal {link},0
4358,buen dias - q sab estupend -,0
4359,pued ver quier “ruphusderot sol pued ver pel dia vist amen qued pasma guerr,0
4360,pes dec pod hacerloelconfidenciall banc tir emple agent extern vend pis {link},1
4361,aqu reciomanol dedic #er {link},1
4362,buen paus desayun cos hac tiemp siempr agrad compart,0
4363,marianorajoy reeleg hoy president pp {link} #congresopp #comprometidosconespañ,0
4364,cos muer enriqu sierr mism dia yuren present nuev disc salvam {link},1
4366,montor defiend ministr nuev ejecut pp q marianorajoy anunci tard #congresopp teletip servimedi,0
4368,buen dias amig vez graci cariñ,0
4369,#c_a_ si pp interes pod present presupuest general luch crisis,1
4370,#c_a_ reform laboral propon desped barat mayor contrat precari joven,1
4371,rt gaceta_ aguirr ve escandal sueld caj ayud {link},1
4372,debat aprob ponenci #congresopp {link},0
4374,lleg rajoy #congresopp entrad triunfal salud sonrient aznar,0
4375,graci - rt ppchamberi flamant deleg gobiern ccifuent #congresopp {link},0
4377,lennart trabaj span emprend hoy march corr barcelon madr plant monclo algui escuch,0
4378,ladin consej administr rtve ir pies plom,1
4379,impresion fot gran represent ppmalag #congresopp c/c eliasbendod - {link},0
4380,part triunf aznar critic zapater dej atras peor gobiern democraci,1
4382,aznar nunc ultim años tan clar vot nunc mandat tan nit,0
4383,felic crew peligr salud barri aranjuez {link} feliz sab,0
4384,oid rt butterworth_ mrtfernandez pregunt tont intact fresnadill voz son fond inform,0
4386,veracruz q lind amanec q bell mañanahoy x primer vez baby nic ver cant cont {link},0
4387,rt enriquepatron paurubi woooow q emocion esper acapulc proxim mes tickets,0
4388,encant “mariatoledomt juanraluc amig nuev singl #dameunaoportun estren hoy {link} gracias”,0
4390,rajoy eleccion andaluz alegr triunf #congresopp,0
4391,confies ningun pudor alegr triunf pp eleccion andaluz rajoy #congresopp,0
4392,quint fil tercer hiler compromisari camis pol dej aplaud rajoy demas jueg,1
4394,rajoy gent dic vot ahor cumpl haz hac hazl depris hor respuest,0
4396,dic import rajoy plan monolog confident,1
4397,marianorajoy cre afan super gust gent toler #congresopp,0
4398,mism maner oposicion gobiern sombr pod gobiern sombrill pedre lee rajoy,1
4399,rajoy apuest continuismocospedal sec general aren pons continu vicesecretariosflorian vicesecretari organiz,0
4400,rudi afirm pp renunci baj impuest traves reform fiscal {link},0
4402,enhorabuen igonzalezpp nuev miembr comit ejecut nacional,0
4404,si amor &lt amor amor,0
4405,+ rt davidserrat ccifuent quediari dud algun person mas activ dl pp tw mariviromer salud buen congres,0
4406,aznar siempr pon deber rajoy reform movimient eta #congresopp,1
4407,esper anim sevill fc vam sevill,0
4409,impresion miroticahor mism maxim anot,0
4411,pp rechaz cuot dic bast capac cre primer sol muj capaz,1
4413,pues da igual exist sindicat cos subvencion habl q financi cuot d afili,1
4414,guap “cricri pedroj_ramirez isabel castill mand bes {link},0
4415,gan madr banc civic plant car mañan partidaz final #copadelrey madrid-barç,0
4418,vergüenz q rent trabaj soport mayor carg tributari q pequeñ empres tribut tip q grand,1
4421,music aqu recom buen luthi medellin ltguitars leomusic,0
4422,ccifuent rafamin davidserrat pepegrin joseantoniojun buen noch - ver si veo mañan,0
4423,pas basic cre estrategi marc personal personal branding {link} via geeksroom,0
4425,bdi orbyter vieron ayer algun pelis gratis + vist amant segu amen ali hoy doming cin,0
4427,hoy clausur #congresopp cohesion union fortalez part gobiern sol piens luch crisis b dias,0
4430,tragedi metr valenci {link},1
4431,clausur congres pp clar liderazg d marianorajoy mdcospedal gran represent ppmadr igonzalezpp luciafig,0
4433,nadi vacun particul polit mal vanid soberbi codici congres pp orgi,1
4434,proposit garzon inocent segun new york tim sig siend mejor juec pais nadi record fustig,0
4435,curr romer muj carm tell #congresopp arrop marianorajoy javierarenas_pp {link},0
4436,falt ide grand fichaj congres pp debat si aren gan perd pod revel,1
4438,javierarenas_pp reform educ rein tod reform #andaluci #arenaspresident,0
4441,repart pod pp cospedal gan {link},0
4442,hac año pperezf iguardans ayud entend import goy graci esper hoy exit,0
4443,dolor cospedal monoton habl form q arranqu aplaus entusiast #congresopopul,1
4444,mayor red {link} via larazon_ #congresopp,0
4445,cre sid mejor discurs mar dolor cospedal #congresopp,1
4446,rajoy resum ret fras certer aqu pued gobern pens proxim medi hor prepar futur,0
4447,rajoy augur med durisim agrad español acuerd,1
4448,marianorajoy har reform justici sensatez comun #congresopp,0
4450,rajoy nadi acud rescat saldr esfuerz persever cost har #sinbrotesverd,0
